epoch,head,loss,lr,tail_base,torso,val_head,val_loss,val_tail_base,val_torso
0,0.0070481873117387295,0.005866453517228365,1e-04,0.007237537298351526,0.003313637338578701,0.006939403247088194,0.004689634777605534,0.0067969150841236115,0.00033258728217333555
1,0.0065565891563892365,0.0045886654406785965,1e-04,0.006697232369333506,0.0005121759022586048,0.006766700651496649,0.004468594212085009,0.00635401951149106,0.0002850632881745696
2,0.006270287092775106,0.004227576311677694,1e-04,0.00609603151679039,0.00031640479573979974,0.006158516276627779,0.004030792973935604,0.005778966937214136,0.00015489585348404944
3,0.005982426926493645,0.004050940275192261,1e-04,0.005846695974469185,0.00032370243570767343,0.006330597214400768,0.004102541599422693,0.005343906581401825,0.0006331201875582337
4,0.005801341496407986,0.003856064286082983,1e-04,0.00548024196177721,0.00028661006945185363,0.0062552560120821,0.0035515830386430025,0.004326370544731617,7.312199886655435e-05
5,0.005815786775201559,0.0037909895181655884,1e-04,0.005316614173352718,0.00024056907568592578,0.005753794685006142,0.0034445547498762608,0.00448367977514863,9.619040065445006e-05
6,0.005552006885409355,0.0036605459172278643,1e-04,0.005208080168813467,0.00022155161423143,0.0058017089031636715,0.0034066301304847,0.004178192000836134,0.00023999020049814135
7,0.005503093358129263,0.0035795720759779215,1e-04,0.00501827709376812,0.00021734426263719797,0.005333705339580774,0.0031413387041538954,0.004012599587440491,7.771084347041324e-05
8,0.005248590372502804,0.003405645489692688,1e-04,0.004774450324475765,0.000193894054973498,0.0055393329821527,0.0032361485064029694,0.00397965544834733,0.00018945749616250396
9,0.004877196624875069,0.003118058666586876,1e-04,0.004211749881505966,0.00026522710686549544,0.00449184887111187,0.0027258889749646187,0.003425182541832328,0.0002606348425615579
10,0.004468237981200218,0.0027949120849370956,1e-04,0.00371211813762784,0.00020437748753465712,0.004683148581534624,0.0028631079476326704,0.0036492443177849054,0.0002569307398516685
11,0.0042806584388017654,0.0027013046201318502,1e-04,0.0036203963682055473,0.0002028608723776415,0.004451863933354616,0.002655122196301818,0.0034333080984652042,8.019451342988759e-05
12,0.00394098088145256,0.0024095354601740837,1e-04,0.0031429745722562075,0.00014464952982962132,0.005067385733127594,0.002933111507445574,0.003650065278634429,8.188472565962002e-05
13,0.003868967993184924,0.0023856032639741898,1e-04,0.003109108190983534,0.00017873170145321637,0.005122251808643341,0.0030670245178043842,0.003990794997662306,8.802650700090453e-05
14,0.003601707983762026,0.002168449107557535,1e-04,0.0027504328172653913,0.00015320854436140507,0.003970288671553135,0.0025323834270238876,0.0033875226508826017,0.00023933988995850086
15,0.00346102612093091,0.002156971488147974,1e-04,0.0028483779169619083,0.00016151141608133912,0.004287125077098608,0.002526787342503667,0.0031817862764000893,0.00011145004100399092
16,0.0032989149913191795,0.0019985574763268232,1e-04,0.0025537083856761456,0.00014304982323665172,0.00552398944273591,0.0030729633290320635,0.003570021828636527,0.00012487813364714384
17,0.0031640075612813234,0.0019153839675709605,1e-04,0.0024596257135272026,0.0001225188752869144,0.00443158857524395,0.002620363375172019,0.003338020294904709,9.148105164058506e-05
18,0.003137142164632678,0.001898480230011046,1e-04,0.0024302653037011623,0.00012803386198356748,0.004730477463454008,0.0026235422119498253,0.0030651455745100975,7.500292849726975e-05
19,0.0028752710204571486,0.001729507464915514,1e-04,0.0022033709101378918,0.00010987908171955496,0.00349566712975502,0.002235571388155222,0.0031310985796153545,7.994841143954545e-05
20,0.0027785308193415403,0.0016957911429926753,1e-04,0.00216868007555604,0.00014016221393831074,0.003941408358514309,0.0022469698451459408,0.002699601463973522,9.990022226702422e-05
21,0.002586648566648364,0.0015452700899913907,1e-04,0.0019377304706722498,0.00011142984294565395,0.004437719937413931,0.002388393972069025,0.0026295268908143044,9.793482604436576e-05
22,0.0024260703939944506,0.0014611233491450548,1e-04,0.0018570477841421962,0.00010025187657447532,0.0038912040181457996,0.0021647638641297817,0.002416834468021989,0.0001862525095930323
23,0.002447322942316532,0.001523646991699934,1e-04,0.002018464496359229,0.00010515413305256516,0.003516379278153181,0.0020641840528696775,0.0026063809636980295,6.979172030696645e-05
24,0.0021100379526615143,0.0012981758918613195,1e-04,0.0016812608810141683,0.00010322750313207507,0.0034824407193809748,0.0019002491608262062,0.0021506785415112972,6.762739940313622e-05
25,0.0021713916212320328,0.0013444267679005861,1e-04,0.0017584372544661164,0.00010345162445446476,0.003658129135146737,0.0021475208923220634,0.002669042441993952,0.00011539096885826439
26,0.0018630297854542732,0.001159325591288507,1e-04,0.001541709410957992,7.323612953769043e-05,0.004313305485993624,0.002266671508550644,0.0023811766877770424,0.00010553252650424838
27,0.001941048540174961,0.0012252877932041883,1e-04,0.0016357852146029472,9.903070167638361e-05,0.0032632711809128523,0.0017817590851336718,0.0019945651292800903,8.744079241296276e-05
28,0.0017616332042962313,0.0011137305991724133,1e-04,0.0014880093513056636,9.154833242064342e-05,0.003776625031605363,0.002323390683159232,0.0030987500213086605,9.479685104452074e-05
29,0.0016376030398532748,0.0010465307859703898,1e-04,0.0014224062906578183,7.95830856077373e-05,0.0041020154021680355,0.0021069676149636507,0.0021486312616616488,7.025573722785339e-05
30,0.0017160921124741435,0.0010725980391725898,1e-04,0.0014142878353595734,8.741058263694867e-05,0.0044145118445158005,0.0022532250732183456,0.0022697721142321825,7.539102080045268e-05
31,0.0015186722157523036,0.0009574217838235199,1e-04,0.0012835976667702198,6.999667675700039e-05,0.003728850744664669,0.0020299027673900127,0.0022994817700237036,6.137497257441282e-05
32,0.0012973007978871465,0.0008430145098827779,1e-04,0.0011722170747816563,5.952602805336937e-05,0.005318488460034132,0.002737064380198717,0.002807377139106393,8.532764331903309e-05
33,0.0010838786838576198,0.0007397679728455842,5e-05,0.0010901147034019232,4.5311677240533754e-05,0.004542343784123659,0.0023721707984805107,0.002515278523787856,5.889020758331753e-05
34,0.0010262682335451245,0.000685880018863827,5e-05,0.000987379695288837,4.399299723445438e-05,0.004017422441393137,0.002083416562527418,0.0021804815623909235,5.23448470630683e-05
35,0.0009437663829885423,0.0006451692897826433,5e-05,0.0009502439643256366,4.149727465119213e-05,0.004237597342580557,0.002197348279878497,0.0022953387815505266,5.910973050049506e-05
36,0.000923231418710202,0.0006339811370708048,5e-05,0.0009383180877193809,4.039373743580654e-05,0.003774346550926566,0.0021177735179662704,0.002523711882531643,5.526248423848301e-05
37,0.0008971865172497928,0.0006209223065525293,5e-05,0.0009262071689590812,3.937344445148483e-05,0.00438727717846632,0.002233913168311119,0.002256902400404215,5.7560060668038204e-05
